product_ic,product_n_category,brand,price,sales_volu,click_thro,customer_,conversion,popularity,product_description
P942,Beauty,Estee Lauder,601.2,4075,0.49,72,0.1,1872,"A for dry skin foundation from Estee Lauder, priced at 601.2."
P943,Beauty,Maybelline,744.45,876,0.38,555,0.15,315,"A for dry skin cream from Maybelline, priced at 744.45."
P944,Apparel,GAP,1831.94,2542,0.13,634,0.12,936,"A linen T-shirt from GAP, for 1831.94."
P945,Apparel,GAP,324.39,3962,0.39,322,0.16,380,"A wool jeans from GAP, for 324.39."
P946,Beauty,L'Oreal,937.67,3856,0.07,309,0.15,1719,"A matte cream from L'Oreal, priced at 937.67."
P947,Home & Kitchen,IKEA,1017.27,3933,0.2,966,0.07,1169,"A durable table from IKEA, priced 1017.27."
P948,Sports,Puma,570.23,184,0.43,978,0.12,401,"A lightweight running shoes by Puma, ideal for workouts. price is 570.23."
P949,Electronics,Lenovo,23.65,2634,0.4,965,0.07,1583,"A compact laptop from Lenovo, selling at 23.65."
P950,Home & Kitchen,Tupperware,1703.58,2103,0.36,174,0.17,286,"A eco-friendly container from Tupperware, priced 1703.58."
P951,Electronics,Samsung,541.72,4259,0.41,856,0.18,1969,"A portable monitor from Samsung, selling at 541.72."
P952,Electronics,Dell,1422.6,856,0.08,836,0.14,468,"A noise-cancelling SSD from Dell, selling at 1422.6."
P953,Electronics,Lenovo,1663.52,4842,0.46,163,0.1,575,"A noise-cancelling SSD from Lenovo, selling at 1663.52."
P954,Apparel,H&M,1242.05,3279,0.16,504,0.1,412,"A wool jeans from H&M, for 1242.05."
P955,Beauty,L'Oreal,1870.33,500,0.34,648,0.09,1083,"A dewy cream from L'Oreal, priced at 1870.33."
P956,Electronics,Sony,859.59,2066,0.06,851,0.13,353,"A portable laptop from Sony, selling at 859.59."
P957,Beauty,Maybelline,863.09,3263,0.29,78,0.07,1536,"A for dry skin cream from Maybelline, priced at 863.09."
P958,Apparel,H&M,1659.9,4784,0.46,619,0.08,1428,"A denim T-shirt from H&M, for 1659.9."
P959,Grocery,OrganicCh,227.54,1354,0.36,452,0.1,1600,"organic oats from OrganicCh, at the price of 227.54."
P960,Sports,Puma,1958.76,4641,0.36,762,0.19,436,"A athlete running shoes by Puma, ideal for workouts. price is 1958.76."
P961,Sports,Adidas,1088.64,4777,0.14,633,0.19,894,"A athlete running shoes by Adidas, ideal for training. price is 1088.64."
P962,Beauty,Maybelline,1645.23,341,0.06,765,0.2,672,"A hydrating cream from Maybelline, priced at 1645.23."
P963,Grocery,Nestle,211.03,4547,0.38,743,0.18,679,"vegan quinoa flour from Nestle, at the price of 211.03."
P964,Electronics,Dell,394.33,3441,0.13,149,0.13,462,"A compact laptop from Dell, selling at 394.33."
P965,Grocery,Kellogg's,162.97,376,0.42,829,0.11,1812,"vegan oats from Kellogg's, at the price of 162.97."
P966,Sports,Puma,1299.53,2851,0.06,595,0.16,415,"A moisture-wicking hoodie by Puma, ideal for training. price is 1299.53."
P967,Apparel,Zara,628.35,3972,0.16,209,0.05,199,"A silk jeans from Zara, for 628.35."
P968,Grocery,Kellogg's,1244.76,1090,0.47,998,0.16,1557,"healthy oats from Kellogg's, at the price of 1244.76."
P969,Electronics,Samsung,390.55,690,0.23,196,0.01,835,"A cheap SSD from Samsung, selling at 390.55."
P970,Apparel,Gap,1749.98,531,0.43,711,0.03,1596,"A cotton jacket from Gap, for 1749.98."
P971,Home & Kitchen,Tupperware,1359.44,3563,0.43,504,0.11,1405,"A easy to use blender from Tupperware, priced 1359.44."
P972,Home & Kitchen,Bosch,950.0,946,0.36,477,0.19,1967,"A eco-friendly pan from Bosch, priced 950.0."
P973,Apparel,Zara,185.07,3384,0.14,132,0.2,1070,"A cotton jacket from Zara, for 185.07."
P974,Apparel,GAP,731.85,572,0.41,206,0.08,1022,"A denim jeans from GAP, for 731.85."
P975,Apparel,Tommy Hilfiger,1700.78,108,0.5,901,0.05,1322,"A linen jeans from Tommy Hilfiger, for 1700.78."
P976,Apparel,Gap,1870.95,3850,0.31,441,0.04,874,"A Polyester jeans from Gap, for 1870.95."
P977,Electronics,Samsung,844.66,2866,0.17,591,0.07,1667,"A high-quality headphones from Samsung, selling at 844.66."
P978,Home & Kitchen,Prestige,660.92,3037,0.31,720,0.03,266,"A non-stick blender from Prestige, priced 660.92."
P979,Beauty,Estee Lauder,314.22,527,0.12,52,0.14,1451,"A matte lipstick from Estee Lauder, priced at 314.22."
P980,Apparel,Tommy Hilfiger,1255.69,2855,0.38,749,0.15,693,"A silk dress from Tommy Hilfiger, for 1255.69."
P981,Beauty,Estee Lauder,1434.58,2553,0.3,71,0.17,1133,"A long-lasting foundation from Estee Lauder, priced at 1434.58."
P982,Sports,Adidas,353.3,2214,0.2,99,0.2,432,"A lightweight hiking shoes by Adidas, ideal for matches. price is 353.3."
P983,Home & Kitchen,Tupperware,1345.51,239,0.14,321,0.09,1213,"A easy to use container from Tupperware, priced 1345.51."
P984,Apparel,Levi's,1071.84,1401,0.29,635,0.13,208,"A linen jacket from Levi's, for 1071.84."
P985,Grocery,General Mills,1140.27,1649,0.47,812,0.12,749,"healthy quinoa flour from General Mills, at the price of 1140.27."
P986,Beauty,Clinique,816.04,4371,0.47,744,0.02,1983,"A matte lipstick from Clinique, priced at 816.04."
P987,Apparel,Gap,1271.51,4077,0.04,985,0.03,1034,"A cotton jacket from Gap, for 1271.51."
P988,Electronics,HP,111.62,2690,0.42,537,0.13,563,"A wireless laptop from HP, selling at 111.62."
P989,Grocery,Kellogg's,779.94,2449,0.07,514,0.15,1146,"healthy oats from Kellogg's, at the price of 779.94."
P990,Grocery,OrganicCh,1282.54,4740,0.39,822,0.11,1020,"organic cereal from OrganicCh, at the price of 1282.54."
P991,Electronics,Apple,951.87,2288,0.11,836,0.1,323,"A high-quality headphones from Apple, selling at 951.87."
P992,Electronics,Lenovo,1543.78,634,0.11,594,0.18,540,"A high-speed monitor from Lenovo, selling at 1543.78."
P993,Apparel,Levi's,1897.43,2381,0.35,981,0.08,574,"A Polyester dress from Levi's, for 1897.43."
P994,Home & Kitchen,Prestige,850.51,3669,0.07,674,0.15,888,"A eco-friendly container from Prestige, priced 850.51."
P995,Apparel,Tommy Hilfiger,1282.05,1375,0.49,515,0.1,900,"A linen T-shirt from Tommy Hilfiger, for 1282.05."
P996,Sports,Under Armour,515.09,2732,0.16,643,0.19,1179,"A gym hiking shoes by Under Armour, ideal for matches. price is 515.09."
P997,Sports,Wilson,1868.64,3649,0.49,570,0.11,420,"A gym sports jersey by Wilson, ideal for training. price is 1868.64."
P998,Beauty,Revlon,1496.85,3485,0.1,990,0.06,1112,"A hydrating foundation from Revlon, priced at 1496.85."
P999,Grocery,OrganicCh,290.88,3613,0.04,878,0.1,1651,"vitamin-rich cereal from OrganicCh, at the price of 290.88."
P1000,Electronics,Dell,457.26,4591,0.15,103,0.16,1836,"A compact monitor from Dell, selling at 457.26."
P1001,Apparel,GAP,940.98,1764,0.19,805,0.18,1546,"A cotton dress from GAP, for 940.98."
P1002,Electronics,HP,324.0,927,0.21,874,0.16,1350,"A noise-cancelling laptop from HP, selling at 324.0."
P1003,Beauty,L'Oreal,657.39,3864,0.45,520,0.18,894,"A SPF serum from L'Oreal, priced at 657.39."
P1004,Apparel,H&M,197.2,3086,0.35,40,0.15,1316,"A Polyester jacket from H&M, for 197.2."
P1005,Sports,Under Armour,1493.9,1223,0.17,271,0.03,1426,"A moisture-wicking hoodie by Under Armour, ideal for workouts. price is 1493.9."
P1006,Beauty,L'Oreal,1622.71,2427,0.12,845,0.14,1447,"A dewy cream from L'Oreal, priced at 1622.71."
P1007,Beauty,Maybelline,286.94,3495,0.37,337,0.17,419,"A oil-free cream from Maybelline, priced at 286.94."
P1008,Beauty,Revlon,329.02,1697,0.1,229,0.16,1690,"A hydrating cream from Revlon, priced at 329.02."
P1009,Grocery,OrganicCh,985.13,3832,0.46,196,0.12,164,"healthy quinoa flour from OrganicCh, at the price of 985.13."
P1010,Apparel,Gap,159.08,2748,0.38,90,0.13,945,"A wool T-shirt from Gap, for 159.08."
P1011,Apparel,H&M,721.11,1690,0.5,564,0.18,426,"A cotton dress from H&M, for 721.11."
P1012,Electronics,Sony,1014.29,1962,0.42,904,0.18,1416,"A noise-cancelling SSD from Sony, selling at 1014.29."
P1013,Grocery,OrganicCh,61.84,2993,0.06,294,0.1,655,"organic quinoa flour from OrganicCh, at the price of 61.84."
P1014,Electronics,Apple,74.95,4730,0.17,802,0.07,996,"A cheap monitor from Apple, selling at 74.95."
P1015,Beauty,L'Oreal,1160.75,3280,0.4,208,0.04,146,"A dewy lipstick from L'Oreal, priced at 1160.75."
P1016,Home & Kitchen,Tupperware,1084.56,1174,0.08,483,0.07,261,"A eco-friendly blender from Tupperware, priced 1084.56."
P1017,Electronics,Samsung,1540.16,384,0.4,412,0.16,1906,"A large memory laptop from Samsung, selling at 1540.16."
P1018,Sports,Puma,24.26,1525,0.41,792,0.02,1753,"A gym running shoes by Puma, ideal for training. price is 24.26."
P1019,Home & Kitchen,Tupperware,621.37,1769,0.38,897,0.11,1407,"A eco-friendly table from Tupperware, priced 621.37."
P1020,Electronics,Apple,490.12,3015,0.26,535,0.17,1550,"A high-quality monitor from Apple, selling at 490.12."
P1021,Apparel,Tommy Hilfiger,1813.94,4971,0.38,506,0.19,557,"A linen jeans from Tommy Hilfiger, for 1813.94."
P1022,Electronics,Lenovo,783.19,816,0.02,996,0.05,828,"A high-quality headphones from Lenovo, selling at 783.19."
P1023,Electronics,Apple,135.15,2787,0.16,799,0.05,269,"A high-speed monitor from Apple, selling at 135.15."
P1024,Beauty,Clinique,1452.32,978,0.07,708,0.14,899,"A oil-free serum from Clinique, priced at 1452.32."
P1025,Beauty,Maybelline,763.82,1916,0.23,142,0.12,779,"A anti-aging serum from Maybelline, priced at 763.82."
P1026,Home & Kitchen,Tupperware,718.49,2414,0.33,516,0.05,628,"A eco-friendly blender from Tupperware, priced 718.49."
P1027,Electronics,Samsung,880.33,4264,0.37,561,0.08,1883,"A cheap monitor from Samsung, selling at 880.33."
P1028,Home & Kitchen,IKEA,1743.36,1322,0.3,741,0.2,266,"A energy-efficient table from IKEA, priced 1743.36."
P1029,Electronics,Lenovo,1490.57,2443,0.05,193,0.1,332,"A high-speed headphones from Lenovo, selling at 1490.57."
P1030,Electronics,Sony,1039.69,3219,0.43,727,0.07,1745,"A cheap headphones from Sony, selling at 1039.69."
P1031,Electronics,Samsung,93.71,277,0.21,252,0.07,993,"A large memory monitor from Samsung, selling at 93.71."
P1032,Apparel,Tommy Hilfiger,481.77,1056,0.04,366,0.18,653,"A silk T-shirt from Tommy Hilfiger, for 481.77."
P1033,Sports,Puma,1524.81,1839,0.46,150,0.05,406,"A gym leggings by Puma, ideal for training. price is 1524.81."
P1034,Home & Kitchen,Prestige,1365.81,100,0.15,38,0.04,752,"A eco-friendly blender from Prestige, priced 1365.81."
P1035,Apparel,Tommy Hilfiger,1155.29,278,0.05,580,0.18,439,"A denim jacket from Tommy Hilfiger, for 1155.29."
P1036,Grocery,OrganicCh,1792.39,631,0.07,563,0.13,1830,"rich in protein quinoa flour from OrganicCh, at the price of 1792.39."
P1037,Apparel,H&M,1341.29,4403,0.38,483,0.1,946,"A wool jacket from H&M, for 1341.29."
P1038,Grocery,Nestle,1072.38,4668,0.03,854,0.07,1528,"vitamin-rich cereal from Nestle, at the price of 1072.38."
P1039,Home & Kitchen,IKEA,674.07,978,0.42,10,0.09,436,"A long-lasting table from IKEA, priced 674.07."
P1040,Grocery,Unilever,657.72,1555,0.35,866,0.17,1830,"gluten-free cereal from Unilever, at the price of 657.72."
P1041,Apparel,Gap,343.79,4556,0.37,836,0.1,1393,"A Polyester jeans from Gap, for 343.79."
P1042,Home & Kitchen,Tupperware,109.1,3118,0.39,209,0.09,312,"A durable table from Tupperware, priced 109.1."
P1043,Sports,Nike,1903.55,3695,0.31,850,0.19,1231,"A breathable hiking shoes by Nike, ideal for matches. price is 1903.55."
P1044,Grocery,General Mills,1709.31,3760,0.26,64,0.1,1942,"low-sugar oats from General Mills, at the price of 1709.31."
P1045,Beauty,Maybelline,1026.89,1038,0.37,750,0.16,854,"A oil-free foundation from Maybelline, priced at 1026.89."
P1046,Grocery,Kellogg's,156.07,999,0.45,749,0.19,905,"low-sugar cereal from Kellogg's, at the price of 156.07."
P1047,Sports,Nike,1599.48,3531,0.23,854,0.07,1181,"A athlete hiking shoes by Nike, ideal for matches. price is 1599.48."
P1048,Beauty,Estee Lauder,1185.08,1328,0.31,170,0.19,1980,"A for dry skin serum from Estee Lauder, priced at 1185.08."
P1049,Home & Kitchen,IKEA,638.39,4867,0.39,867,0.2,371,"A easy to use pan from IKEA, priced 638.39."
P1050,Home & Kitchen,Prestige,1765.99,3175,0.12,75,0.03,802,"A long-lasting table from Prestige, priced 1765.99."
P1051,Home & Kitchen,Philips,989.48,4491,0.26,752,0.11,1198,"A non-stick container from Philips, priced 989.48."
P1052,Sports,Under Armour,908.38,2868,0.03,219,0.11,219,"A breathable leggings by Under Armour, ideal for matches. price is 908.38."
P1053,Beauty,L'Oreal,1475.56,4602,0.3,41,0.06,1404,"A anti-aging cream from L'Oreal, priced at 1475.56."
P1054,Beauty,Estee Lauder,660.35,1383,0.42,314,0.07,357,"A hydrating cream from Estee Lauder, priced at 660.35."
P1055,Electronics,Samsung,1451.2,4870,0.2,108,0.09,602,"A compact SSD from Samsung, selling at 1451.2."
P1056,Home & Kitchen,Tupperware,77.6,410,0.35,571,0.15,864,"A long-lasting table from Tupperware, priced 77.6."
P1057,Home & Kitchen,Bosch,721.04,1087,0.4,798,0.09,1077,"A easy to use table from Bosch, priced 721.04."
P1058,Beauty,Estee Lauder,456.89,2696,0.2,432,0.04,557,"A hydrating lipstick from Estee Lauder, priced at 456.89."
P1059,Sports,Adidas,113.81,2856,0.16,372,0.17,186,"A durable hiking shoes by Adidas, ideal for matches. price is 113.81."
P1060,Beauty,Clinique,1171.69,642,0.27,962,0.09,1318,"A anti-aging lipstick from Clinique, priced at 1171.69."
P1061,Sports,Wilson,590.07,656,0.07,540,0.18,1037,"A athlete running shoes by Wilson, ideal for workouts. price is 590.07."
P1062,Home & Kitchen,IKEA,395.88,4004,0.3,148,0.1,1953,"A easy to use table from IKEA, priced 395.88."
P1063,Beauty,Maybelline,1840.34,2734,0.18,532,0.05,266,"A dewy cream from Maybelline, priced at 1840.34."
P1064,Beauty,Estee Lauder,1201.78,525,0.31,95,0.18,193,"A matte serum from Estee Lauder, priced at 1201.78."
P1065,Beauty,Revlon,573.78,2236,0.14,188,0.14,1108,"A anti-aging foundation from Revlon, priced at 573.78."
P1066,Grocery,General Mills,1064.11,3030,0.23,682,0.03,1046,"vitamin-rich quinoa flour from General Mills, at the price of 1064.11."
P1067,Home & Kitchen,Tupperware,722.61,226,0.19,258,0.02,162,"A non-stick container from Tupperware, priced 722.61."
P1068,Beauty,L'Oreal,616.95,3693,0.18,34,0.06,293,"A SPF serum from L'Oreal, priced at 616.95."
P1069,Apparel,Gap,654.31,2399,0.11,789,0.05,1252,"A linen dress from Gap, for 654.31."
P1070,Home & Kitchen,Philips,374.38,307,0.11,605,0.19,445,"A long-lasting blender from Philips, priced 374.38."
P1071,Apparel,GAP,1038.93,4349,0.25,479,0.19,1918,"A denim jeans from GAP, for 1038.93."
P1072,Beauty,Clinique,1712.97,4203,0.43,549,0.02,1716,"A hydrating foundation from Clinique, priced at 1712.97."
P1073,Apparel,GAP,545.01,3461,0.49,821,0.05,522,"A denim jeans from GAP, for 545.01."
P1074,Home & Kitchen,Bosch,1492.77,1060,0.11,186,0.02,170,"A easy to use table from Bosch, priced 1492.77."
P1075,Home & Kitchen,IKEA,307.5,3721,0.45,264,0.07,1833,"A easy to use container from IKEA, priced 307.5."
P1076,Sports,Nike,1426.35,931,0.08,342,0.12,701,"A lightweight leggings by Nike, ideal for matches. price is 1426.35."
P1077,Home & Kitchen,Prestige,478.66,4763,0.39,699,0.13,1445,"A easy to use blender from Prestige, priced 478.66."
P1078,Home & Kitchen,Tupperware,1919.53,1100,0.15,115,0.18,345,"A durable pan from Tupperware, priced 1919.53."
P1079,Home & Kitchen,Philips,1172.74,4494,0.13,91,0.01,1473,"A long-lasting container from Philips, priced 1172.74."
P1080,Apparel,GAP,1217.21,4258,0.25,154,0.05,645,"A wool jacket from GAP, for 1217.21."
P1081,Grocery,Unilever,403.31,4753,0.4,603,0.06,352,"healthy oats from Unilever, at the price of 403.31."
P1082,Electronics,HP,1558.94,4652,0.29,285,0.11,654,"A high-speed SSD from HP, selling at 1558.94."
P1083,Apparel,H&M,1370.08,3268,0.41,431,0.15,1351,"A linen jeans from H&M, for 1370.08."
P1084,Sports,Puma,1583.27,4371,0.29,22,0.14,596,"A gym hoodie by Puma, ideal for workouts. price is 1583.27."
P1085,Apparel,Tommy Hilfiger,878.88,4295,0.23,815,0.15,1247,"A wool jeans from Tommy Hilfiger, for 878.88."
P1086,Apparel,Tommy Hilfiger,657.08,1768,0.4,641,0.07,437,"A wool jeans from Tommy Hilfiger, for 657.08."
P1087,Electronics,Apple,623.21,749,0.04,611,0.02,1305,"A compact SSD from Apple, selling at 623.21."
P1088,Grocery,Nestle,585.14,890,0.38,636,0.11,1343,"vegan cereal from Nestle, at the price of 585.14."
P1089,Home & Kitchen,IKEA,1150.16,1167,0.42,440,0.14,1189,"A non-stick pan from IKEA, priced 1150.16."
P1090,Grocery,General Mills,347.03,923,0.3,310,0.07,1924,"vitamin-rich oats from General Mills, at the price of 347.03."
P1091,Beauty,Clinique,1464.54,4325,0.38,348,0.07,1289,"A oil-free foundation from Clinique, priced at 1464.54."
P1092,Electronics,Apple,542.75,3405,0.4,177,0.07,883,"A wireless laptop from Apple, selling at 542.75."
P1093,Sports,Puma,245.3,2750,0.46,395,0.12,980,"A durable running shoes by Puma, ideal for matches. price is 245.3."
P1094,Electronics,HP,1639.74,3527,0.18,85,0.15,1699,"A noise-cancelling SSD from HP, selling at 1639.74."
P1095,Home & Kitchen,Philips,1707.02,368,0.24,100,0.07,1688,"A energy-efficient table from Philips, priced 1707.02."
P1096,Grocery,OrganicCh,1710.54,2459,0.27,494,0.06,1681,"vitamin-rich cereal from OrganicCh, at the price of 1710.54."
P1097,Beauty,L'Oreal,302.0,984,0.07,339,0.18,1195,"A hydrating lipstick from L'Oreal, priced at 302.0."
P1098,Beauty,Maybelline,576.75,3801,0.15,491,0.18,1603,"A anti-aging cream from Maybelline, priced at 576.75."
P1099,Apparel,H&M,334.11,817,0.25,391,0.13,871,"A silk T-shirt from H&M, for 334.11."
P1100,Home & Kitchen,Philips,390.28,4883,0.17,135,0.18,1583,"A non-stick blender from Philips, priced 390.28."
P1101,Home & Kitchen,Tupperware,275.15,4173,0.01,700,0.15,1850,"A durable pan from Tupperware, priced 275.15."
P1102,Electronics,Sony,682.3,2534,0.28,544,0.05,1665,"A high-speed headphones from Sony, selling at 682.3."
P1103,Beauty,Estee Lauder,650.31,1946,0.38,103,0.12,1072,"A oil-free serum from Estee Lauder, priced at 650.31."
P1104,Electronics,Apple,787.77,2439,0.43,39,0.09,182,"A portable monitor from Apple, selling at 787.77."
P1105,Sports,Under Armour,599.9,2621,0.5,486,0.07,1313,"A breathable hoodie by Under Armour, ideal for workouts. price is 599.9."
P1106,Electronics,HP,901.77,4842,0.43,18,0.09,1760,"A wireless monitor from HP, selling at 901.77."
P1107,Home & Kitchen,IKEA,982.74,2224,0.12,705,0.13,1304,"A long-lasting pan from IKEA, priced 982.74."
P1108,Sports,Wilson,228.37,622,0.03,834,0.04,482,"A durable hoodie by Wilson, ideal for workouts. price is 228.37."
P1109,Sports,Puma,441.79,1186,0.1,563,0.08,520,"A gym running shoes by Puma, ideal for workouts. price is 441.79."
P1110,Grocery,General Mills,1865.9,4119,0.45,575,0.11,875,"organic cereal from General Mills, at the price of 1865.9."
P1111,Beauty,Clinique,927.18,1810,0.34,418,0.08,219,"A for dry skin serum from Clinique, priced at 927.18."
P1112,Sports,Wilson,319.68,2676,0.02,903,0.2,334,"A gym leggings by Wilson, ideal for training. price is 319.68."
P1113,Electronics,Apple,1801.94,3948,0.21,866,0.13,1047,"A wireless monitor from Apple, selling at 1801.94."
P1114,Apparel,Tommy Hilfiger,1947.01,428,0.49,398,0.11,546,"A wool jacket from Tommy Hilfiger, for 1947.01."
P1115,Sports,Nike,1182.32,4103,0.27,197,0.14,572,"A breathable hiking shoes by Nike, ideal for matches. price is 1182.32."
